drugName,condition,review,rating,usefulCount
Clonazepam,Panic Disorde,"""I was always in E.R not knowing what was wrong with me until my last visit when they gave me Ativan. Once I took this drug I began to feel calm and finally discovered the problem. I was suffering from anxiety/panic attack for 5 months before I found out the truth. I went to my doctor and told him what happened and he recommended Klonopin so I agreed it has been over 4 months now and no more E.R visits. This drug is very effective and helps in times of need like when you start to feel an attack come on. I take one and in less than 20 minutes the symptoms are gone and I feel calm. Only thing about it though is that it can make you sleepy.""",10.0,12
Copper,Birth Control,"""When I was first considering birth control I chose this one because it was more reliable and long term. I am only 18 and am not looking to have a baby any time soon, so I thought it would be a good idea. The insertion was painful, but it only lasted for a minute or 2. After, it was uncomfortable and the cramps were so bad. But I didn&#039;t mind since my usual periods consist of painful cramps. I did a follow up 6 weeks later and everything was good. My periods are longer now, but only by 3 or 4 more days. I get some pains here and there and spotting at random times. The only thing that&#039;s difficult is checking the strings. But overall a great choice, no more pregnancy scares. I forget it&#039;s even there sometimes which is great""",9.0,4
Mirena,Birth Control,"""I had my Mirena IUD inserted 4 days ago. Insertion was somewhat painful; I&#039;m 21 with no children, but with ibuprofen and a long nap after wards I wasn&#039;t feeling too bad. Don&#039;t be scared; I was sitting on the exam table and almost backed out, so glad I didn&#039;t. I did get somewhat lightheaded during the insertion and for about 30 minutes afterwards (luckily I had a friend drive me to my appointment). I had intercourse 3 days after insertion and had no problems! My boyfriend said he couldn&#039;t feel it. I&#039;ve had light spotting off and on and some cramping/backache. Overall, so far so good.""",8.0,1
Ethinyl estradiol / norgestimate,Birth Control,"""I am currently 19, in good health, not taking other medicines, have been tested negative for STD&#039;s, and sexually active with one partner only. I am taking birth control mainly as a contraceptive and partly to regulate my irregular periods. I have just completed my first week on Tri-Sprintec and have not experienced any significant changes. I have not had any mood swings in the past week, nor experienced drops/spikes in libido. No significant weight gain in this past week, however I do feel my sports bras tightening up. (Hopefully my breasts are growing?) No breast tenderness. No change in appetite. Complexion looks better if not the same. I will continue to share my experience with this pill. Currently very happy with it. """,8.0,38
Zoloft,Social Anxiety Disorde,"""Zoloft has helped with my anxiety and pms. Just think twice about going on something like this unless you really need it. I tried going off of it once and was absolutely nauseous for 8 months straight, I could barely eat. I thought it would get better but ultimately I had to go back on zoloft then my symptoms subsided. So just a wholistic route before started on these types of medication.""",8.0,30
Glatiramer,Multiple Sclerosis,"""I was diagnosed with MS 10 years ago by MRI after many falls due to foot drop, around 2005.  I took copaxone from 2009 - 2011, 20 mg per day.  It didn&#039;t help, it didn&#039;t hurt.  I stopped because my insurance wouldn&#039;t cover it anymore.  I&#039;ve had regular symptoms over the last 10 (or even 30) years, they have gotten progressively worse the last 2 years.  I got back on Copaxone about 4 months ago, 40 mg 3 times a week.  I don&#039;t think it is helping.  My site reactions are worse than they were with 20 mg daily shots.  I have gotten to the point where I can barely walk without pain, weakness, and shin splints from the muscle weakness in my legs and inability to walk and balance properly.  I take Copaxone ONLY because I&#039;m afraid not to.  Good luck.""",3.0,30
Hydroxyzine,Anxiety,"""I was pretty disappointed by Vistaril. I asked my psychiatrist about it hoping it helps in addition with the Zoloft I was taking to cure my itchiness, anxiety, sedation, and allergies. The only thing I saw improve were my allergies, and not by much. Yes I have only been on Vistaril 12 days, but still I was disappointed with the results. One Benadryl and one Zyrtec a night was more helpful than this. Oh well I guess I&#039;ll have to keep looking.""",4.0,40
Voltaren,Osteoarthritis,"""Just diagnosed with arthritis. I have osteoporosis now. Have only been using this for 3 days and it works wonderful. It eases my neck pain to wear I hardly feel any hurt. I&#039;m weary of the side effects so don&#039;t know how long I will use this cream but I tell you what, if I hurt, this cream is the 1st thing I would go for!""",9.0,41
Etonogestrel,Birth Control,"""The side effects got worse the longer I was on Nexplanon. At first, the side effects were minimal, but by the third month I was getting periods that lasted 10  days and was spotting the rest of the month. It made me extremely emotional and depressed, which became noticeably worse during my periods. Also, I had never had any acne during my adolescence years, but ever since I got on nexplanon, my entire face is covered in pimples. Like said before, the acne wasn&#039;t as bad in the first few months, but got increasingly worse.""",4.0,3
Eszopiclone,Insomnia,"""I have not had a good nights sleep for over a year. Woken up several times a night. I have been miserable due to lack of sleep. It is really starting to show on my face - deep dark under-eye circles. Yesterday, my doctor prescribed Lunesta. I slept so good last night. Only woke up twice, but went right back to sleep. I do not feel any grogginess. There is a &quot;yucky&quot; taste side effect. But, I will take yucky taste any day for a good nights sleep. I am really excited to get a good nights sleep again tonight. Hope it works the same again.""",8.0,10
Levonorgestrel,Birth Control,"""I got the Liletta a year ago after a miscarriage. The insertion wasn&#039;t horrible, but I could feel it afterwards for a while. I lost my sex drive and now I very seldom have the urge to have sex or to be touched. I have gained 24 lbs in the past year but am more active then I have been in years- I walk more and move around not just sit around and drive all the time. I am the biggest that I have been ever! I have different symptoms before my cycle (which is just spotting for a couple days) but I will have a dull achy back pain, stomach and intestines have started to burn, and I feel major flutters in my lower abdomen for about a week before it starts. I don&#039;t think I like it very much, not pregnant that I know of. Just always feel like crap...""",3.0,4
Plan B One-Step,Emergency Contraception,"""I took plan b in july26 about 10days after my period and didnt have my period in August. I thought I was pregnant  and was very worried but all pregnancy test came out negative. My next period was supposed to be in September 12th but it eventually came in September 18. Just a few days late. That means there was no period for 2months. Anyways plan b worked although it might affect your circle.""",6.0,7
