drugName,condition,n_reviews,avg_rating,sentiment_score,total_useful
Melatonin,Not Listed / Othe,5,6.0,0.6366,55
Ethinyl estradiol / norethindrone,Not Listed / Othe,7,5.57,0.6179,0
Clindamycin,Not Listed / Othe,6,4.67,0.5751,30
Topiramate,Not Listed / Othe,5,4.2,0.5156,13
Metronidazole,Not Listed / Othe,5,5.8,0.3368,8
Tenuate Dospan,Obesity,7,9.14,0.9726,401
Tenuate,Obesity,49,9.22,0.9451,2841
Diethylpropion,Obesity,111,9.19,0.9349,4655
Phentermine,Obesity,396,8.76,0.9093,9895
Adipex-P,Obesity,90,8.94,0.9057,4493
Victoza,Obesity,29,8.55,0.8985,2280
Xenical,Obesity,69,8.54,0.8916,6261
Phendimetrazine,Obesity,121,8.41,0.8882,5303
Bupropion,Obesity,6,8.5,0.8712,388
Phentermine / topiramate,Obesity,148,8.36,0.8556,6608
Meridia,Obesity,55,8.09,0.8502,1666
Qsymia,Obesity,140,8.31,0.8479,6562
Belviq,Obesity,245,8.17,0.8437,13632
Lorcaserin,Obesity,251,8.18,0.8425,13644
Liraglutide,Obesity,426,7.92,0.8424,10760
Saxenda,Obesity,344,7.79,0.8299,8076
Bontril Slow Release,Obesity,28,7.86,0.8273,1881
Topiramate,Obesity,127,7.69,0.8037,11338
Orlistat,Obesity,201,7.67,0.8023,11882
Didrex,Obesity,7,8.57,0.7919,187
Benzphetamine,Obesity,12,8.08,0.79,275
Topamax,Obesity,38,7.08,0.7863,4760
Bupropion / naltrexone,Obesity,888,6.97,0.7614,23179
Contrave,Obesity,864,6.96,0.76,23137
Alli,Obesity,66,6.26,0.6872,4139
Chorionic gonadotropin (hcg),Obesity,9,6.89,0.6843,296
Seroquel,Obsessive Compulsive Disorde,6,9.0,0.9322,243
Escitalopram,Obsessive Compulsive Disorde,35,8.74,0.9193,1671
Anafranil,Obsessive Compulsive Disorde,38,8.26,0.886,2988
Clomipramine,Obsessive Compulsive Disorde,75,8.11,0.8813,3704
Lexapro,Obsessive Compulsive Disorde,10,9.1,0.8731,1031
Zoloft,Obsessive Compulsive Disorde,80,8.25,0.8623,4431
Sertraline,Obsessive Compulsive Disorde,105,8.04,0.8571,4713
Quetiapine,Obsessive Compulsive Disorde,17,8.53,0.8547,412
Prozac,Obsessive Compulsive Disorde,41,8.39,0.8508,2442
Fluoxetine,Obsessive Compulsive Disorde,64,8.19,0.8453,2738
Luvox,Obsessive Compulsive Disorde,51,8.18,0.8434,2781
Fluvoxamine,Obsessive Compulsive Disorde,83,7.87,0.8363,3305
Venlafaxine,Obsessive Compulsive Disorde,12,8.0,0.8248,312
Paxil,Obsessive Compulsive Disorde,18,7.83,0.813,1038
Citalopram,Obsessive Compulsive Disorde,21,7.9,0.8103,741
Aripiprazole,Obsessive Compulsive Disorde,15,7.67,0.7997,433
Paroxetine,Obsessive Compulsive Disorde,24,7.5,0.7757,1076
Olanzapine,Obsessive Compulsive Disorde,9,6.44,0.7736,141
Abilify,Obsessive Compulsive Disorde,11,7.27,0.7468,373
Mirtazapine,Obsessive Compulsive Disorde,10,7.6,0.7259,270
Provigil,Obstructive Sleep Apnea/Hypopnea Syndrome,20,8.3,0.8356,938
Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,35,8.49,0.8248,774
Modafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,31,8.13,0.8149,1052
Nuvigil,Obstructive Sleep Apnea/Hypopnea Syndrome,31,8.39,0.8087,761
Lamisil,"Onychomycosis, Fingernail",5,7.4,0.8422,154
Terbinafine,"Onychomycosis, Fingernail",12,7.58,0.7955,208
Ciclopirox,"Onychomycosis, Toenail",18,7.44,0.8115,876
Fluconazole,"Onychomycosis, Toenail",8,9.62,0.809,224
Terbinafine,"Onychomycosis, Toenail",182,7.25,0.7341,6064
Lamisil,"Onychomycosis, Toenail",68,7.21,0.7286,4068
Efinaconazole,"Onychomycosis, Toenail",99,5.67,0.5824,1093
Jublia,"Onychomycosis, Toenail",99,5.67,0.5824,1093
Kerydin,"Onychomycosis, Toenail",21,4.24,0.4808,237
Tavaborole,"Onychomycosis, Toenail",21,4.24,0.4808,237
Premarin,Oophorectomy,7,8.14,0.8524,397
Conjugated estrogens,Oophorectomy,8,8.38,0.8499,397
Estradiol,Oophorectomy,13,6.54,0.7368,245
Promethazine,Opiate Adjunct,7,8.43,0.7633,190
Phenergan,Opiate Adjunct,6,8.17,0.724,160
Subutex,Opiate Dependence,66,9.3,0.9485,3288
Buprenorphine,Opiate Dependence,99,9.16,0.9389,3592
Suboxone,Opiate Dependence,467,9.06,0.9171,15754
Buprenorphine / naloxone,Opiate Dependence,588,8.55,0.8754,17666
Vivitrol,Opiate Dependence,69,8.0,0.8172,3762
Naltrexone,Opiate Dependence,89,7.81,0.8095,4029
Zubsolv,Opiate Dependence,53,6.58,0.7455,1138
Bunavail,Opiate Dependence,44,6.11,0.589,729
Methadone Diskets,Opiate Withdrawal,15,9.27,0.9881,584
Methadose,Opiate Withdrawal,19,8.79,0.967,1048
Methadone,Opiate Withdrawal,173,8.77,0.9148,6250
Catapres,Opiate Withdrawal,24,8.33,0.864,2571
Clonidine,Opiate Withdrawal,160,8.22,0.8586,11946
Methocarbamol,Opiate Withdrawal,20,7.95,0.8511,2624
Robaxin,Opiate Withdrawal,6,6.67,0.7436,875
Narcan Injection,Opioid Overdose,5,10.0,0.9794,70
Naloxone,Opioid Overdose,10,9.6,0.9569,85
Movantik,Opioid-Induced Constipation,22,5.77,0.5643,154
Naloxegol,Opioid-Induced Constipation,24,5.38,0.5322,154
Amitiza,Opioid-Induced Constipation,5,3.6,0.4299,14
Lubiprostone,Opioid-Induced Constipation,5,3.6,0.4299,14
Nystatin,Oral Thrush,12,8.0,0.8521,358
Clotrimazole,Oral Thrush,11,4.27,0.6316,217
Prograf,"Organ Transplant, Rejection Prophylaxis",19,8.58,0.9502,281
Tacrolimus,"Organ Transplant, Rejection Prophylaxis",25,8.72,0.9211,288
CellCept,"Organ Transplant, Rejection Prophylaxis",8,8.25,0.7977,95
Mycophenolate mofetil,"Organ Transplant, Rejection Prophylaxis",8,8.25,0.7977,95
Relafen,Osteoarthritis,5,8.0,0.9629,435
Lodine,Osteoarthritis,6,9.5,0.9473,230
Naprelan,Osteoarthritis,5,9.4,0.945,125
Prednisone,Osteoarthritis,6,9.83,0.9429,31
Voltaren,Osteoarthritis,26,9.42,0.9076,1846
Arthrotec,Osteoarthritis,18,9.0,0.9035,1188
Piroxicam,Osteoarthritis,6,8.0,0.8915,176
Mobic,Osteoarthritis,41,8.17,0.8769,3446
Voltaren Gel,Osteoarthritis,49,8.31,0.8721,2608
Vimovo,Osteoarthritis,9,8.78,0.8594,307
Diclofenac,Osteoarthritis,139,8.37,0.8356,6011
Bioflavonoids,Osteoarthritis,6,8.17,0.8315,149
Limbrel,Osteoarthritis,6,8.17,0.8315,149
Nabumetone,Osteoarthritis,11,6.27,0.8113,546
Diclofenac / misoprostol,Osteoarthritis,25,8.36,0.8102,1288
Celecoxib,Osteoarthritis,61,7.41,0.8028,2842
Pennsaid,Osteoarthritis,16,8.62,0.801,558
Celebrex,Osteoarthritis,57,7.33,0.7934,2834
Etodolac,Osteoarthritis,16,7.56,0.7785,393
Meloxicam,Osteoarthritis,116,7.45,0.7751,6061
Methylprednisolone,Osteoarthritis,6,8.67,0.7725,210
Naproxen,Osteoarthritis,35,7.03,0.7545,1048
Naprosyn,Osteoarthritis,5,6.0,0.7506,197
Orthovisc,Osteoarthritis,101,6.72,0.7152,3927
Cymbalta,Osteoarthritis,21,7.0,0.7142,1143
Duloxetine,Osteoarthritis,21,7.0,0.7142,1143
Esomeprazole / naproxen,Osteoarthritis,12,7.33,0.7122,307
Hyaluronan,Osteoarthritis,112,6.73,0.7116,3967
Methyl salicylate,Osteoarthritis,6,6.67,0.7059,3
Synvisc,Osteoarthritis,33,6.52,0.6789,808
Euflexxa,Osteoarthritis,129,6.71,0.6783,5366
Sodium hyaluronate,Osteoarthritis,160,6.62,0.6663,6007
Hylan g-f 20,Osteoarthritis,116,6.32,0.6585,3576
Salonpas Pain Patch,Osteoarthritis,5,6.2,0.6476,3
Capsaicin,Osteoarthritis,15,5.6,0.6443,303
Famotidine / ibuprofen,Osteoarthritis,11,6.82,0.6414,93
Synvisc-One,Osteoarthritis,79,6.05,0.6384,2760
Duexis,Osteoarthritis,9,6.44,0.6355,93
Triamcinolone,Osteoarthritis,9,6.33,0.5881,29
Supartz,Osteoarthritis,22,5.55,0.5638,616
Zoledronic acid,Osteolytic Bone Metastases of Solid Tumors,7,6.71,0.5589,63
Zometa,Osteolytic Bone Metastases of Solid Tumors,7,6.71,0.5589,63
Reclast,Osteoporosis,33,5.97,0.6485,2539
Zoledronic acid,Osteoporosis,45,5.84,0.6257,2680
Teriparatide,Osteoporosis,55,6.35,0.6163,4219
Forteo,Osteoporosis,53,6.25,0.6059,4215
Boniva,Osteoporosis,20,5.55,0.5817,1191
Ibandronate,Osteoporosis,25,5.24,0.5595,1213
Risedronate,Osteoporosis,19,4.05,0.3826,1146
Prolia,Osteoporosis,65,3.71,0.3541,7674
Denosumab,Osteoporosis,68,3.59,0.3447,7691
Actonel,Osteoporosis,13,3.38,0.3266,1053
Alendronate,Osteoporosis,19,2.84,0.2876,2101
Fosamax,Osteoporosis,11,3.36,0.2744,1910
Ciprodex,Otitis Externa,14,5.07,0.5281,28
Ciprofloxacin / dexamethasone,Otitis Externa,14,5.07,0.5281,28
Hydrocortisone / neomycin / polymyxin b,Otitis Externa,6,4.67,0.517,7
Ciprodex,Otitis Media,15,6.93,0.8023,233
Ciprofloxacin / dexamethasone,Otitis Media,15,6.93,0.8023,233
Amoxicillin,Otitis Media,7,5.86,0.7096,57
Clarithromycin,Otitis Media,14,7.29,0.6827,101
Azithromycin,Otitis Media,12,7.17,0.6749,183
Zithromax,Otitis Media,5,6.8,0.64,116
Augmentin,Otitis Media,15,5.0,0.4991,158
Sulfamethoxazole / trimethoprim,Otitis Media,6,5.17,0.483,39
Omnicef,Otitis Media,16,6.44,0.4748,207
Amoxicillin / clavulanate,Otitis Media,23,4.83,0.4542,166
Cefdinir,Otitis Media,40,4.45,0.3584,407
Levofloxacin,Otitis Media,5,3.2,0.3139,55
Hydrocortisone / neomycin / polymyxin b,Otitis Media,5,2.6,0.2796,13
Ortho Tri-Cyclen Lo,Ovarian Cysts,14,6.86,0.779,124
Mononessa,Ovarian Cysts,7,7.14,0.7469,62
Sprintec,Ovarian Cysts,21,6.76,0.7179,251
LoSeasonique,Ovarian Cysts,6,5.83,0.6869,44
Tri-Sprintec,Ovarian Cysts,9,6.67,0.6589,30
Ethinyl estradiol / norgestimate,Ovarian Cysts,73,6.12,0.6584,528
Ethinyl estradiol / levonorgestrel,Ovarian Cysts,33,5.45,0.5522,125
Aviane,Ovarian Cysts,9,4.33,0.4724,35
Ortho Tri-Cyclen,Ovarian Cysts,7,4.86,0.3705,12
Belladonna / opium,Overactive Bladde,7,9.86,0.8274,109
Darifenacin,Overactive Bladde,12,7.25,0.8003,333
Enablex,Overactive Bladde,12,7.25,0.8003,333
Trospium,Overactive Bladde,20,7.5,0.7902,586
Sanctura,Overactive Bladde,14,7.57,0.7697,482
Oxytrol,Overactive Bladde,43,7.33,0.7692,2118
Gelnique,Overactive Bladde,5,6.2,0.7421,85
Detrol,Overactive Bladde,14,7.57,0.7171,474
Oxybutynin,Overactive Bladde,118,6.53,0.6874,3600
Tolterodine,Overactive Bladde,35,6.77,0.6807,856
Detrol LA,Overactive Bladde,10,6.3,0.609,256
Fesoterodine,Overactive Bladde,34,5.26,0.6007,995
Toviaz,Overactive Bladde,34,5.26,0.6007,995
Mirabegron,Overactive Bladde,103,5.58,0.5775,4176
Myrbetriq,Overactive Bladde,80,5.86,0.5769,3995
Solifenacin,Overactive Bladde,75,5.43,0.5548,3018
VESIcare,Overactive Bladde,69,5.33,0.5489,2992
Botox,Overactive Bladde,86,5.57,0.5441,4064
OnabotulinumtoxinA,Overactive Bladde,86,5.57,0.5441,4064
Tamsulosin,Overactive Bladde,25,5.04,0.5143,1093
Ditropan,Overactive Bladde,13,3.85,0.4613,325
Flomax,Overactive Bladde,10,4.0,0.3827,738
Clomid,Ovulation Induction,11,7.73,0.6352,1082
Clomiphene,Ovulation Induction,11,7.73,0.6352,1082
Methadose,Pain,10,9.6,0.9733,472
Cataflam,Pain,6,9.67,0.969,168
Dolophine,Pain,10,9.2,0.9547,680
Tylox,Pain,11,8.82,0.9531,119
Actiq,Pain,5,9.6,0.9459,248
Aspirin / butalbital / caffeine,Pain,7,9.71,0.9413,140
Roxicodone,Pain,28,8.89,0.9363,1089
Demerol,Pain,52,9.4,0.9309,1885
Avinza,Pain,27,8.41,0.93,587
Meperidine,Pain,61,9.3,0.9273,1974
Methadone,Pain,152,8.78,0.9234,6020
Vicodin HP,Pain,8,8.0,0.9131,98
Reprexain,Pain,12,8.92,0.9122,128
OxyContin,Pain,183,8.8,0.9104,13466
Aspirin,Pain,5,7.8,0.9098,50
Panlor SS,Pain,7,8.71,0.9097,54
MS Contin,Pain,40,8.25,0.9061,2499
Darvon,Pain,7,7.57,0.9049,32
Oxycodone,Pain,380,8.84,0.9024,17379
Percocet,Pain,167,8.78,0.9024,5230
Endocet,Pain,31,7.74,0.8979,707
Acetaminophen / oxycodone,Pain,363,8.67,0.8959,8825
Hydrocodone / ibuprofen,Pain,65,8.49,0.8916,970
Ibuprofen,Pain,28,8.86,0.8904,311
Acetaminophen / diphenhydramine,Pain,5,8.8,0.8876,56
Levorphanol,Pain,11,8.45,0.8848,412
Zohydro ER,Pain,38,8.37,0.8835,1971
Exalgo,Pain,7,7.0,0.8831,298
Acetaminophen / phenyltoloxamine,Pain,8,9.12,0.8817,93
Morphine,Pain,152,8.01,0.8815,5344
Ultram ER,Pain,15,7.93,0.8802,611
Fentanyl,Pain,155,8.45,0.8801,4295
Propoxyphene,Pain,21,8.14,0.878,126
Ultracet,Pain,23,8.26,0.8771,1350
Vicoprofen,Pain,39,8.31,0.874,686
Kadian,Pain,28,8.04,0.8727,1206
Zipsor,Pain,16,8.19,0.8688,392
Ryzolt,Pain,6,8.33,0.8641,106
Vicodin,Pain,101,8.09,0.8631,2930
Ketoprofen,Pain,12,9.83,0.863,171
Duragesic,Pain,40,8.28,0.8577,1701
Pamelor,Pain,6,7.0,0.857,711
Voltaren,Pain,38,8.16,0.8551,1110
Nucynta ER,Pain,47,7.47,0.8511,2090
Lortab,Pain,85,8.27,0.851,2219
Elavil,Pain,25,7.68,0.8509,3619
Etodolac,Pain,37,7.92,0.8478,1215
Opana,Pain,82,7.87,0.8465,3779
Roxicet,Pain,16,8.19,0.8435,367
Fentanyl Transdermal System,Pain,22,8.05,0.8423,1115
Amitriptyline,Pain,154,8.08,0.8411,13511
Norco,Pain,135,7.82,0.8402,5634
Acetaminophen / hydrocodone,Pain,452,7.97,0.8384,11868
Lodine,Pain,5,9.2,0.8356,293
Dilaudid,Pain,212,8.42,0.8355,5153
Flector Patch,Pain,56,7.62,0.8349,968
Hydromorphone,Pain,253,8.31,0.8325,5670
Oxymorphone,Pain,188,7.88,0.8315,6978
Acetaminophen / propoxyphene,Pain,69,7.57,0.826,1323
Piroxicam,Pain,5,7.4,0.8257,74
Pregabalin,Pain,98,7.6,0.8219,3846
Vicodin ES,Pain,7,9.29,0.8205,113
Opana ER,Pain,77,7.71,0.8197,2874
Lyrica,Pain,73,7.52,0.8178,2823
Acetaminophen / caffeine / dihydrocodeine,Pain,16,8.31,0.8155,115
Trolamine salicylate,Pain,12,8.5,0.8115,288
Codeine,Pain,29,7.76,0.8113,510
Duloxetine,Pain,59,7.58,0.8103,2663
Cymbalta,Pain,54,7.46,0.8096,2579
Sulindac,Pain,6,8.17,0.8087,78
Nalbuphine,Pain,26,7.81,0.8076,331
Diclofenac,Pain,271,7.8,0.8059,6634
Celebrex,Pain,54,7.7,0.8041,2760
Acetaminophen / tramadol,Pain,40,7.42,0.8028,1619
Celecoxib,Pain,63,7.43,0.798,2775
Voltaren Gel,Pain,95,7.83,0.7976,3362
Naloxone / pentazocine,Pain,14,6.93,0.7928,393
Dilaudid-HP,Pain,5,8.2,0.7924,67
Sprix,Pain,11,8.18,0.7899,141
Buprenorphine,Pain,90,7.56,0.7894,5098
Nubain,Pain,23,7.7,0.7845,302
Nortriptyline,Pain,75,6.91,0.7839,8012
Tylenol,Pain,8,6.75,0.7837,194
Butorphanol,Pain,33,8.18,0.7707,668
Naprosyn,Pain,5,6.6,0.7663,134
Stadol,Pain,24,8.04,0.7628,642
Meperidine / promethazine,Pain,9,9.33,0.7595,139
Butrans,Pain,62,7.24,0.7587,4694
Aleve,Pain,13,7.15,0.7582,187
Zorvolex,Pain,9,7.56,0.7572,227
Neurontin,Pain,41,6.54,0.7521,3033
Ketorolac,Pain,193,7.35,0.7405,2738
Gabapentin,Pain,239,6.6,0.7394,14465
Tapentadol,Pain,285,6.48,0.7368,11439
Embeda,Pain,15,6.8,0.7341,572
Morphine / naltrexone,Pain,15,6.8,0.7341,572
Toradol,Pain,132,7.45,0.7329,2352
Naproxen,Pain,63,6.84,0.7328,803
Talwin Nx,Pain,10,6.2,0.7214,332
Nucynta,Pain,206,6.32,0.7191,9128
Acetaminophen,Pain,27,7.48,0.7188,342
Tramadol,Pain,501,6.47,0.7164,14807
Ultram,Pain,109,6.29,0.7159,6087
Toradol IV / IM,Pain,8,7.75,0.714,41
Ketamine,Pain,8,8.12,0.711,157
Pentazocine,Pain,9,6.33,0.6658,94
Indomethacin,Pain,14,7.07,0.6431,194
Vistaril,Pain,7,5.71,0.636,336
Trezix,Pain,5,7.0,0.6283,43
Lidoderm,Pain,44,5.8,0.6202,1686
Hydrocodone,Pain,117,5.85,0.6013,4189
Capsaicin,Pain,17,5.59,0.5954,298
Diphenhydramine / naproxen,Pain,9,7.11,0.5772,115
Acetaminophen / codeine,Pain,118,4.89,0.5759,2166
Tylenol with Codeine #3,Pain,86,4.94,0.5731,1713
Hydroxyzine,Pain,16,5.69,0.568,529
Talwin,Pain,6,5.67,0.5514,85
Tylenol with Codeine #4,Pain,6,3.5,0.5327,215
Lidocaine,Pain,92,4.89,0.5075,2149
Hysingla ER,Pain,57,4.18,0.4027,1990
Acetaminophen / aspirin / caffeine,Pain/Feve,8,8.75,0.9089,27
Pancrelipase,Pancreatic Exocrine Dysfunction,9,5.89,0.5579,105
Creon,Pancreatic Exocrine Dysfunction,5,3.2,0.3209,92
Klonopin Wafer,Panic Disorde,5,9.8,0.9748,105
Anafranil,Panic Disorde,6,9.17,0.9657,433
Ativan,Panic Disorde,28,9.0,0.9469,1556
Xanax XR,Panic Disorde,18,9.11,0.9434,704
Desvenlafaxine,Panic Disorde,8,8.0,0.942,81
Pristiq,Panic Disorde,7,7.86,0.9347,75
Xanax,Panic Disorde,152,9.2,0.9233,8146
Alprazolam,Panic Disorde,228,9.18,0.9189,9435
Clomipramine,Panic Disorde,14,9.36,0.9114,639
Clonazepam,Panic Disorde,254,9.04,0.9042,9748
Klonopin,Panic Disorde,145,8.99,0.8996,8299
Propranolol,Panic Disorde,27,7.93,0.8921,685
Paxil,Panic Disorde,59,7.97,0.8843,1941
Lorazepam,Panic Disorde,54,8.76,0.8771,2371
Celexa,Panic Disorde,14,8.07,0.8689,707
Fluoxetine,Panic Disorde,57,7.96,0.8589,2603
Paroxetine,Panic Disorde,80,7.85,0.857,2121
Citalopram,Panic Disorde,51,7.73,0.8562,1906
Bupropion,Panic Disorde,10,7.4,0.851,612
Venlafaxine,Panic Disorde,30,7.73,0.8414,798
Prozac,Panic Disorde,37,7.95,0.84,2367
Effexor XR,Panic Disorde,19,7.47,0.8338,656
Zoloft,Panic Disorde,210,7.71,0.8288,10362
Sertraline,Panic Disorde,271,7.74,0.8259,10763
Tofranil,Panic Disorde,5,8.8,0.7881,457
Imipramine,Panic Disorde,13,7.46,0.7206,600
BuSpar,Panic Disorde,36,6.03,0.6468,2738
Buspirone,Panic Disorde,65,5.92,0.638,3313
Paxil CR,Panic Disorde,5,5.6,0.5308,74
Quetiapine,Paranoid Disorde,9,7.0,0.8063,139
Olanzapine,Paranoid Disorde,11,6.73,0.701,185
Zyprexa,Paranoid Disorde,7,5.14,0.5776,134
Risperidone,Paranoid Disorde,8,4.75,0.5574,92
Sinemet,Parkinson's Disease,6,7.67,0.7657,416
Ropinirole,Parkinson's Disease,8,5.25,0.6739,176
Neupro,Parkinson's Disease,12,6.0,0.6569,243
Rotigotine,Parkinson's Disease,12,6.0,0.6569,243
Amantadine,Parkinson's Disease,8,7.25,0.6379,132
Pramipexole,Parkinson's Disease,8,5.25,0.6373,228
Carbidopa / levodopa,Parkinson's Disease,22,6.32,0.6228,772
Carbidopa / entacapone / levodopa,Parkinson's Disease,7,6.29,0.6107,64
Azilect,Parkinson's Disease,6,6.67,0.6043,251
Stalevo,Parkinson's Disease,5,6.0,0.596,62
Rasagiline,Parkinson's Disease,7,6.14,0.5613,253
Entacapone,Parkinson's Disease,5,5.2,0.5292,31
Rytary,Parkinson's Disease,11,4.36,0.4084,241
Trihexyphenidyl,Parkinson's Disease,5,3.6,0.401,56
Propranolol,Pe,9,8.33,0.9243,530
Somatropin,Pediatric Growth Hormone Deficiency,6,6.83,0.8173,108
Metronidazole,Pelvic Inflammatory Disease,10,5.4,0.5275,44
Inderal,Performance Anxiety,9,8.33,0.9243,530
Progesterone,Perimenopausal Symptoms,5,7.6,0.8529,218
Clonidine,Perimenopausal Symptoms,56,6.73,0.7804,1984
Cataflam,Period Pain,14,8.64,0.8539,214
Naproxen,Period Pain,59,8.17,0.8391,1301
Aleve,Period Pain,6,8.17,0.8323,113
Ibuprofen,Period Pain,13,7.23,0.8259,133
Ponstel,Period Pain,13,6.69,0.8251,173
Mefenamic acid,Period Pain,34,6.44,0.8163,431
Diclofenac,Period Pain,30,7.97,0.7949,389
Klonopin,Periodic Limb Movement Disorde,10,9.0,0.9536,267
Clonazepam,Periodic Limb Movement Disorde,14,8.79,0.8977,286
Baclofen,Periodic Limb Movement Disorde,5,7.0,0.7573,104
Requip,Periodic Limb Movement Disorde,7,4.71,0.4608,153
Ropinirole,Periodic Limb Movement Disorde,9,3.89,0.3629,162
Chlorhexidine,Periodontitis,5,7.6,0.5579,58
Lyrica,Peripheral Neuropathy,12,7.17,0.8704,308
Pregabalin,Peripheral Neuropathy,20,7.15,0.7944,373
Neurontin,Peripheral Neuropathy,22,6.91,0.7673,1525
Gabapentin,Peripheral Neuropathy,121,6.88,0.7616,7271
Carbamazepine,Peripheral Neuropathy,8,6.5,0.7526,139
Capsaicin,Peripheral Neuropathy,5,7.4,0.7515,135
Cymbalta,Peripheral Neuropathy,14,6.57,0.7206,585
Duloxetine,Peripheral Neuropathy,23,6.09,0.6777,649
Clindamycin,Peritonitis,5,8.6,0.7185,99
Prednisone,Pharyngitis,10,8.8,0.6955,169
Retin-A,Photoaging of the Skin,5,9.4,0.9903,709
Tretinoin,Photoaging of the Skin,27,8.26,0.879,1696
Pyrantel,Pinworm Infection (Enterobius vermicularis),5,6.8,0.5362,53
Enbrel,Plaque Psoriasis,9,8.22,0.8854,208
Etanercept,Plaque Psoriasis,9,8.22,0.8854,208
Cosentyx,Plaque Psoriasis,26,8.46,0.8811,541
Secukinumab,Plaque Psoriasis,29,8.17,0.8687,542
Betamethasone / calcipotriene,Plaque Psoriasis,6,6.83,0.7611,19
Ixekizumab,Plaque Psoriasis,30,7.63,0.7558,373
Taltz,Plaque Psoriasis,29,7.55,0.7551,373
Adalimumab,Plaque Psoriasis,14,6.57,0.6726,206
Humira,Plaque Psoriasis,14,6.57,0.6726,206
Apremilast,Plaque Psoriasis,125,5.74,0.6113,2630
Otezla,Plaque Psoriasis,123,5.67,0.6063,2627
Prevnar 13,Pneumococcal Disease Prophylaxis,15,4.4,0.4114,91
Pneumococcal 13-valent vaccine,Pneumococcal Disease Prophylaxis,17,4.0,0.406,91
Avelox,Pneumonia,33,8.3,0.824,733
Ceftriaxone,Pneumonia,14,8.93,0.8147,331
Rocephin,Pneumonia,14,8.93,0.8147,331
Moxifloxacin,Pneumonia,37,8.3,0.812,753
Clarithromycin,Pneumonia,29,7.93,0.7902,340
Cefuroxime,Pneumonia,5,5.8,0.6483,160
Azithromycin,Pneumonia,15,6.8,0.6244,336
Doxycycline,Pneumonia,25,5.64,0.5865,549
Levofloxacin,Pneumonia,88,5.22,0.5061,2093
Levaquin,Pneumonia,51,5.04,0.5045,1730
Glucophage,Polycystic Ovary Syndrome,5,8.2,0.9551,450
Metformin,Polycystic Ovary Syndrome,168,7.77,0.8518,6638
Desogestrel / ethinyl estradiol,Polycystic Ovary Syndrome,12,7.58,0.7848,116
Drospirenone / ethinyl estradiol,Polycystic Ovary Syndrome,12,7.25,0.7127,156
Loestrin 24 Fe,Polycystic Ovary Syndrome,23,7.09,0.6949,384
Necon 1 / 35,Polycystic Ovary Syndrome,5,5.6,0.6849,41
Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,62,6.39,0.6462,638
LoSeasonique,Polycystic Ovary Syndrome,5,5.8,0.5874,27
Microgestin Fe 1 / 20,Polycystic Ovary Syndrome,9,5.0,0.5872,92
Junel Fe 1 / 20,Polycystic Ovary Syndrome,5,6.8,0.5713,61
Seasonique,Polycystic Ovary Syndrome,5,6.0,0.4754,33
Ethinyl estradiol / levonorgestrel,Polycystic Ovary Syndrome,27,5.41,0.445,131
Jakafi,Polycythemia Vera,5,7.6,0.7877,30
Ruxolitinib,Polycythemia Vera,5,7.6,0.7877,30
Lamotrigine,Post Traumatic Stress Disorde,16,9.25,0.932,643
Desvenlafaxine,Post Traumatic Stress Disorde,12,9.17,0.9313,223
Amitriptyline,Post Traumatic Stress Disorde,8,9.0,0.9246,114
Dronabinol,Post Traumatic Stress Disorde,7,8.71,0.9232,139
Pristiq,Post Traumatic Stress Disorde,9,9.0,0.9198,204
Risperdal,Post Traumatic Stress Disorde,5,9.0,0.9173,125
Saphris,Post Traumatic Stress Disorde,9,8.67,0.9067,285
Aripiprazole,Post Traumatic Stress Disorde,7,7.43,0.8751,60
Minipress,Post Traumatic Stress Disorde,7,9.14,0.8378,372
Asenapine,Post Traumatic Stress Disorde,16,8.5,0.8347,299
Sertraline,Post Traumatic Stress Disorde,67,7.48,0.8301,2087
Risperidone,Post Traumatic Stress Disorde,19,7.21,0.8228,433
Zoloft,Post Traumatic Stress Disorde,49,7.41,0.8048,1967
Fluvoxamine,Post Traumatic Stress Disorde,7,5.71,0.7965,65
Quetiapine,Post Traumatic Stress Disorde,34,7.53,0.7859,700
Prazosin,Post Traumatic Stress Disorde,61,7.8,0.7387,2312
Seroquel,Post Traumatic Stress Disorde,6,6.67,0.7354,265
Paroxetine,Post Traumatic Stress Disorde,22,7.27,0.7308,515
Venlafaxine,Post Traumatic Stress Disorde,13,6.38,0.7228,64
Mirtazapine,Post Traumatic Stress Disorde,22,6.23,0.7156,449
Paxil,Post Traumatic Stress Disorde,19,7.0,0.6911,507
Cholestyramine,Post-Cholecystectomy Diarrhea,14,8.5,0.7632,109
Neurontin,Postherpetic Neuralgia,13,7.62,0.7943,1001
Gabapentin,Postherpetic Neuralgia,36,7.81,0.7887,1524
Lyrica,Postherpetic Neuralgia,16,6.94,0.7535,512
Pregabalin,Postherpetic Neuralgia,16,6.94,0.7535,512
Capsaicin,Postherpetic Neuralgia,6,6.0,0.6988,90
Gabapentin enacarbil,Postherpetic Neuralgia,7,7.86,0.6906,64
Lidocaine,Postherpetic Neuralgia,5,3.0,0.2516,68
Lidoderm,Postherpetic Neuralgia,5,3.0,0.2516,68
Activella,Postmenopausal Symptoms,5,8.6,0.9041,122
